fecha,descripcion,categoria,monto,proveedor_id,nombre_proveedor,tipo_pago,numero_factura,notas
2024-05-22,Pago nómina quincenal,Nómina,34337.36,PRV003,Office Depot,Transferencia,F-1270,
2024-05-23,Combustible flotilla,Logística,2094.28,PRV007,Inmobiliaria Centro,Cheque,F-1271,
2024-05-24,Certificación profesional,Capacitación,243.41,PRV002,CFE,Transferencia,F-1272,
2024-05-24,Mantenimiento vehículos,Logística,2705.94,PRV010,Microsoft,Efectivo,F-1273,
2024-05-25,Mantenimiento vehículos,Logística,6001.79,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1274,
2024-05-26,Suscripción Zoom,Software,1785.82,PRV003,Office Depot,Efectivo,F-1275,
2024-05-27,Seguro contra incendio,Seguros,7075.01,PRV011,Amazon AWS,Efectivo,F-1276,
2024-05-27,Seguro equipo electrónico,Seguros,366.1,PRV007,Inmobiliaria Centro,Efectivo,F-1277,
2024-05-27,Curso Excel avanzado,Capacitación,2438.04,PRV009,Capacita MX,Cheque,F-1278,
2024-05-28,Mantenimiento equipo cómputo,Mantenimiento,7400.12,PRV012,Papelera Nacional,Efectivo,F-1279,
2024-05-29,Renta bodega almacén,Renta,21239.65,PRV005,DHL Express,Tarjeta crédito,F-1280,
2024-05-29,Evento promocional,Marketing,3528.08,PRV008,Agua y Drenaje,Tarjeta crédito,F-1281,
2024-05-29,Mantenimiento vehículos,Logística,6755.79,PRV001,Telmex,Transferencia,F-1282,
2024-05-30,Suscripción Zoom,Software,4869.3,PRV006,Seguros Atlas,Transferencia,F-1283,
2024-05-30,Suscripción AWS,Software,3088.54,PRV004,Google Ads,Transferencia,F-1284,
2024-05-31,Pago aguinaldo,Nómina,29935.35,PRV011,Amazon AWS,Efectivo,F-1285,
2024-05-31,Limpieza oficinas,Mantenimiento,2886.03,PRV005,DHL Express,Tarjeta crédito,F-1286,
2024-05-31,Agua,Servicios,1223.85,PRV005,DHL Express,Tarjeta crédito,F-1287,
2024-05-31,Mantenimiento equipo cómputo,Mantenimiento,3185.38,PRV006,Seguros Atlas,Transferencia,F-1288,
2024-06-03,Pago aguinaldo,Nómina,27702.36,PRV008,Agua y Drenaje,Tarjeta crédito,F-1289,
2024-06-03,Toner impresora,Material oficina,451.82,PRV006,Seguros Atlas,Tarjeta crédito,F-1290,
2024-06-04,Seguro equipo electrónico,Seguros,1287.94,PRV003,Office Depot,Tarjeta crédito,F-1291,
2024-06-04,Curso Excel avanzado,Capacitación,1928.66,PRV007,Inmobiliaria Centro,Transferencia,F-1292,
2024-06-04,Renta oficina principal,Renta,18089.4,PRV006,Seguros Atlas,Cheque,F-1293,
2024-06-05,Licencia antivirus,Software,6807.76,PRV007,Inmobiliaria Centro,Cheque,F-1294,
2024-06-05,Combustible flotilla,Logística,3754.88,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1295,
2024-06-06,Limpieza oficinas,Mantenimiento,3316.23,PRV011,Amazon AWS,Tarjeta crédito,F-1296,
2024-06-07,Taller liderazgo,Capacitación,5843.31,PRV001,Telmex,Tarjeta crédito,F-1297,
2024-06-07,Seguro contra incendio,Seguros,7194.67,PRV011,Amazon AWS,Tarjeta crédito,F-1298,
2024-06-07,Electricidad,Servicios,4601.42,PRV004,Google Ads,Tarjeta crédito,F-1299,
2024-06-10,Artículos limpieza,Material oficina,6631.98,PRV009,Capacita MX,Cheque,F-1300,
2024-06-10,Seguro contra incendio,Seguros,6058.87,PRV008,Agua y Drenaje,Efectivo,F-1301,
2024-06-10,Certificación profesional,Capacitación,6528.34,PRV001,Telmex,Cheque,F-1302,
2024-06-10,Horas extra,Nómina,33586.76,PRV009,Capacita MX,Efectivo,F-1303,
2024-06-11,Publicidad redes sociales,Marketing,2693.86,PRV011,Amazon AWS,Transferencia,F-1304,
2024-06-11,Evento promocional,Marketing,3378.22,PRV006,Seguros Atlas,Tarjeta crédito,F-1305,
2024-06-12,Artículos limpieza,Material oficina,184.25,PRV001,Telmex,Cheque,F-1306,
2024-06-12,Renta bodega almacén,Renta,20287.34,PRV001,Telmex,Tarjeta crédito,F-1307,
2024-06-12,Electricidad,Servicios,7901.58,PRV010,Microsoft,Transferencia,F-1308,
2024-06-13,Servicio de internet,Servicios,5025.56,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1309,
2024-06-13,Seguro equipo electrónico,Seguros,2976.52,PRV007,Inmobiliaria Centro,Transferencia,F-1310,
2024-06-13,Combustible flotilla,Logística,1744.67,PRV009,Capacita MX,Tarjeta crédito,F-1311,
2024-06-14,Mantenimiento vehículos,Logística,6006.2,PRV010,Microsoft,Transferencia,F-1312,
2024-06-14,Mantenimiento equipo cómputo,Mantenimiento,6237.98,PRV010,Microsoft,Tarjeta crédito,F-1313,
2024-06-14,Publicidad redes sociales,Marketing,2506.11,PRV010,Microsoft,Efectivo,F-1314,
2024-06-14,Licencia Microsoft 365,Software,1949.44,PRV010,Microsoft,Efectivo,F-1315,
2024-06-17,Campaña Google Ads,Marketing,4655.27,PRV011,Amazon AWS,Tarjeta crédito,F-1316,
2024-06-17,Reparación aire acondicionado,Mantenimiento,7957.26,PRV004,Google Ads,Efectivo,F-1317,
2024-06-17,Curso Excel avanzado,Capacitación,2005.99,PRV008,Agua y Drenaje,Efectivo,F-1318,
2024-06-18,Telefonía,Servicios,4742.69,PRV009,Capacita MX,Cheque,F-1319,
2024-06-19,Combustible flotilla,Logística,542.28,PRV006,Seguros Atlas,Transferencia,F-1320,
2024-06-20,Suscripción Zoom,Software,4957.03,PRV009,Capacita MX,Transferencia,F-1321,
2024-06-21,Suscripción AWS,Software,1444.95,PRV008,Agua y Drenaje,Transferencia,F-1322,
2024-06-21,Diseño flyers,Marketing,7250.82,PRV007,Inmobiliaria Centro,Cheque,F-1323,
2024-06-21,Suscripción Zoom,Software,6980.59,PRV001,Telmex,Cheque,F-1324,
2024-06-21,Horas extra,Nómina,11051.06,PRV001,Telmex,Tarjeta crédito,F-1325,
2024-06-22,Taller liderazgo,Capacitación,7847.46,PRV001,Telmex,Cheque,F-1326,
2024-06-24,Renta oficina principal,Renta,24788.8,PRV005,DHL Express,Efectivo,F-1327,
2024-06-24,Pago aguinaldo,Nómina,13703.67,PRV005,DHL Express,Cheque,F-1328,
2024-06-25,Telefonía,Servicios,4561.43,PRV001,Telmex,Efectivo,F-1329,
2024-06-26,Seguro equipo electrónico,Seguros,3309.61,PRV009,Capacita MX,Tarjeta crédito,F-1330,
2024-06-26,Taller liderazgo,Capacitación,6027.27,PRV012,Papelera Nacional,Cheque,F-1331,
2024-06-27,Renta bodega almacén,Renta,23831.76,PRV004,Google Ads,Tarjeta crédito,F-1332,
2024-06-27,Suscripción AWS,Software,7037.96,PRV008,Agua y Drenaje,Efectivo,F-1333,
2024-06-27,Mantenimiento vehículos,Logística,3494.2,PRV010,Microsoft,Efectivo,F-1334,
2024-06-27,Renta oficina principal,Renta,16610.43,PRV012,Papelera Nacional,Tarjeta crédito,F-1335,
2024-06-28,Combustible flotilla,Logística,5737.72,PRV005,DHL Express,Transferencia,F-1336,
2024-06-28,Campaña Google Ads,Marketing,2324.75,PRV012,Papelera Nacional,Cheque,F-1337,
2024-06-28,Suscripción Zoom,Software,275.19,PRV002,CFE,Transferencia,F-1338,
2024-07-01,Licencia Microsoft 365,Software,4168.34,PRV010,Microsoft,Transferencia,F-1339,
2024-07-02,Seguro equipo electrónico,Seguros,5373.16,PRV010,Microsoft,Efectivo,F-1340,
2024-07-02,Pago aguinaldo,Nómina,19434.72,PRV004,Google Ads,Efectivo,F-1341,
2024-07-03,Curso Excel avanzado,Capacitación,6465.18,PRV006,Seguros Atlas,Efectivo,F-1342,
2024-07-03,Licencia antivirus,Software,2638.53,PRV001,Telmex,Efectivo,F-1343,
2024-07-03,Envío paquetería,Logística,5671.01,PRV006,Seguros Atlas,Tarjeta crédito,F-1344,
2024-07-03,Agua,Servicios,530.72,PRV009,Capacita MX,Cheque,F-1345,
2024-07-04,Seguro equipo electrónico,Seguros,1734.01,PRV011,Amazon AWS,Tarjeta crédito,F-1346,
2024-07-04,Renta oficina principal,Renta,16544.97,PRV005,DHL Express,Cheque,F-1347,
2024-07-05,Mantenimiento equipo cómputo,Mantenimiento,7499.84,PRV001,Telmex,Cheque,F-1348,
2024-07-05,Evento promocional,Marketing,4372.04,PRV006,Seguros Atlas,Efectivo,F-1349,
2024-07-06,Limpieza oficinas,Mantenimiento,5197.89,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1350,
2024-07-08,Bonos trimestrales,Nómina,29044.18,PRV008,Agua y Drenaje,Transferencia,F-1351,
2024-07-08,Evento promocional,Marketing,2163.01,PRV006,Seguros Atlas,Tarjeta crédito,F-1352,
2024-07-08,Limpieza oficinas,Mantenimiento,7922.89,PRV002,CFE,Cheque,F-1353,
2024-07-08,Licencia antivirus,Software,6208.08,PRV007,Inmobiliaria Centro,Transferencia,F-1354,
2024-07-09,Mantenimiento vehículos,Logística,2056.98,PRV003,Office Depot,Cheque,F-1355,
2024-07-09,Diseño flyers,Marketing,2086.59,PRV005,DHL Express,Efectivo,F-1356,
2024-07-09,Seguro responsabilidad civil,Seguros,6763.34,PRV007,Inmobiliaria Centro,Transferencia,F-1357,
2024-07-10,Licencia Microsoft 365,Software,7963.7,PRV010,Microsoft,Efectivo,F-1358,
2024-07-10,Mantenimiento equipo cómputo,Mantenimiento,3665.59,PRV012,Papelera Nacional,Efectivo,F-1359,
2024-07-11,Renta oficina principal,Renta,20207.2,PRV006,Seguros Atlas,Efectivo,F-1360,
2024-07-12,Carpetas y folders,Material oficina,4204.6,PRV002,CFE,Transferencia,F-1361,
2024-07-13,Envío paquetería,Logística,5307.02,PRV009,Capacita MX,Efectivo,F-1362,
2024-07-15,Publicidad redes sociales,Marketing,4062.67,PRV002,CFE,Efectivo,F-1363,
2024-07-15,Mantenimiento equipo cómputo,Mantenimiento,841.84,PRV005,DHL Express,Cheque,F-1364,
2024-07-15,Electricidad,Servicios,5489.35,PRV010,Microsoft,Tarjeta crédito,F-1365,
2024-07-15,Renta oficina principal,Renta,20141.74,PRV003,Office Depot,Efectivo,F-1366,
2024-07-16,Renta oficina principal,Renta,10105.53,PRV009,Capacita MX,Tarjeta crédito,F-1367,
2024-07-16,Campaña Google Ads,Marketing,7576.91,PRV011,Amazon AWS,Cheque,F-1368,
2024-07-16,Taller liderazgo,Capacitación,2670.42,PRV002,CFE,Cheque,F-1369,
2024-07-17,Diseño flyers,Marketing,6516.73,PRV007,Inmobiliaria Centro,Cheque,F-1370,
2024-07-17,Renta oficina principal,Renta,12745.38,PRV005,DHL Express,Cheque,F-1371,
2024-07-17,Campaña Google Ads,Marketing,995.68,PRV007,Inmobiliaria Centro,Transferencia,F-1372,
2024-07-18,Artículos limpieza,Material oficina,7863.99,PRV002,CFE,Efectivo,F-1373,
2024-07-18,Certificación profesional,Capacitación,4391.08,PRV007,Inmobiliaria Centro,Transferencia,F-1374,
2024-07-18,Bonos trimestrales,Nómina,19843.6,PRV008,Agua y Drenaje,Cheque,F-1375,
2024-07-19,Renta oficina principal,Renta,24202.69,PRV003,Office Depot,Efectivo,F-1376,
2024-07-19,Carpetas y folders,Material oficina,3170.03,PRV001,Telmex,Cheque,F-1377,
2024-07-21,Evento promocional,Marketing,1106.73,PRV010,Microsoft,Tarjeta crédito,F-1378,
2024-07-22,Telefonía,Servicios,5286.8,PRV008,Agua y Drenaje,Efectivo,F-1379,
2024-07-22,Combustible flotilla,Logística,5042.4,PRV003,Office Depot,Transferencia,F-1380,
2024-07-22,Pago nómina quincenal,Nómina,14301.45,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1381,
2024-07-22,Combustible flotilla,Logística,1673.69,PRV005,DHL Express,Cheque,F-1382,
2024-07-23,Renta oficina principal,Renta,18318.85,PRV011,Amazon AWS,Tarjeta crédito,F-1383,
2024-07-23,Publicidad redes sociales,Marketing,1136.43,PRV009,Capacita MX,Cheque,F-1384,
2024-07-24,Mantenimiento vehículos,Logística,2098.91,PRV001,Telmex,Cheque,F-1385,
2024-07-24,Mantenimiento vehículos,Logística,7724.19,PRV001,Telmex,Tarjeta crédito,F-1386,
2024-07-25,Suscripción AWS,Software,3752.15,PRV008,Agua y Drenaje,Efectivo,F-1387,
2024-07-25,Mantenimiento equipo cómputo,Mantenimiento,4094.82,PRV004,Google Ads,Efectivo,F-1388,
2024-07-26,Seguro contra incendio,Seguros,1593.77,PRV008,Agua y Drenaje,Cheque,F-1389,
2024-07-26,Seguro responsabilidad civil,Seguros,3725.32,PRV001,Telmex,Tarjeta crédito,F-1390,
2024-07-26,Licencia Microsoft 365,Software,3494.53,PRV012,Papelera Nacional,Cheque,F-1391,
2024-07-26,Pago aguinaldo,Nómina,20014.98,PRV011,Amazon AWS,Efectivo,F-1392,
2024-07-28,Telefonía,Servicios,7465.43,PRV002,CFE,Tarjeta crédito,F-1393,
2024-07-29,Publicidad redes sociales,Marketing,2299.9,PRV009,Capacita MX,Transferencia,F-1394,
2024-07-29,Licencia antivirus,Software,5158.81,PRV006,Seguros Atlas,Tarjeta crédito,F-1395,
2024-07-29,Licencia Microsoft 365,Software,7868.39,PRV004,Google Ads,Efectivo,F-1396,
2024-07-29,Limpieza oficinas,Mantenimiento,2829.89,PRV010,Microsoft,Transferencia,F-1397,
2024-07-30,Renta bodega almacén,Renta,16989.05,PRV010,Microsoft,Efectivo,F-1398,
2024-07-30,Diseño flyers,Marketing,6313.75,PRV012,Papelera Nacional,Tarjeta crédito,F-1399,
2024-07-31,Licencia Microsoft 365,Software,495.46,PRV012,Papelera Nacional,Cheque,F-1400,
2024-07-31,Licencia antivirus,Software,2021.72,PRV012,Papelera Nacional,Cheque,F-1401,
2024-07-31,Evento promocional,Marketing,7627.36,PRV002,CFE,Cheque,F-1402,
2024-07-31,Certificación profesional,Capacitación,905.69,PRV007,Inmobiliaria Centro,Efectivo,F-1403,
2024-08-01,Suscripción AWS,Software,851.49,PRV006,Seguros Atlas,Tarjeta crédito,F-1404,
2024-08-01,Publicidad redes sociales,Marketing,2072.28,PRV004,Google Ads,Transferencia,F-1405,
2024-08-01,Papelería general,Material oficina,7522.24,PRV010,Microsoft,Efectivo,F-1406,
2024-08-02,Electricidad,Servicios,5332.53,PRV001,Telmex,Efectivo,F-1407,
2024-08-02,Seguro contra incendio,Seguros,2658.98,PRV007,Inmobiliaria Centro,Efectivo,F-1408,
2024-08-03,Evento promocional,Marketing,5053.66,PRV009,Capacita MX,Tarjeta crédito,F-1409,
2024-08-05,Seguro responsabilidad civil,Seguros,2950.25,PRV011,Amazon AWS,Transferencia,F-1410,
2024-08-05,Papelería general,Material oficina,6595.64,PRV010,Microsoft,Cheque,F-1411,
2024-08-06,Servicio de internet,Servicios,3913.38,PRV002,CFE,Cheque,F-1412,
2024-08-06,Licencia Microsoft 365,Software,3357.3,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1413,
2024-08-07,Carpetas y folders,Material oficina,2105.92,PRV011,Amazon AWS,Transferencia,F-1414,
2024-08-07,Pago nómina quincenal,Nómina,27739.04,PRV008,Agua y Drenaje,Tarjeta crédito,F-1415,
2024-08-07,Toner impresora,Material oficina,3364.01,PRV007,Inmobiliaria Centro,Cheque,F-1416,
2024-08-07,Mantenimiento vehículos,Logística,2956.88,PRV010,Microsoft,Efectivo,F-1417,
2024-08-08,Certificación profesional,Capacitación,3962.91,PRV010,Microsoft,Tarjeta crédito,F-1418,
2024-08-08,Seguro responsabilidad civil,Seguros,3845.3,PRV006,Seguros Atlas,Transferencia,F-1419,
2024-08-08,Campaña Google Ads,Marketing,5098.24,PRV006,Seguros Atlas,Tarjeta crédito,F-1420,
2024-08-09,Diseño flyers,Marketing,6892.43,PRV006,Seguros Atlas,Cheque,F-1421,
2024-08-09,Evento promocional,Marketing,7007.59,PRV006,Seguros Atlas,Cheque,F-1422,
2024-08-09,Publicidad redes sociales,Marketing,6477.05,PRV010,Microsoft,Efectivo,F-1423,
2024-08-10,Renta oficina principal,Renta,21065.0,PRV003,Office Depot,Cheque,F-1424,
2024-08-12,Mantenimiento equipo cómputo,Mantenimiento,452.57,PRV010,Microsoft,Transferencia,F-1425,
2024-08-12,Licencia antivirus,Software,869.73,PRV010,Microsoft,Efectivo,F-1426,
2024-08-12,Papelería general,Material oficina,5173.92,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1427,
2024-08-13,Publicidad redes sociales,Marketing,1662.54,PRV006,Seguros Atlas,Transferencia,F-1428,
2024-08-13,Evento promocional,Marketing,2938.3,PRV007,Inmobiliaria Centro,Efectivo,F-1429,
2024-08-14,Horas extra,Nómina,20392.5,PRV003,Office Depot,Efectivo,F-1430,
2024-08-14,Toner impresora,Material oficina,7595.85,PRV009,Capacita MX,Transferencia,F-1431,
2024-08-15,Seguro responsabilidad civil,Seguros,6481.08,PRV007,Inmobiliaria Centro,Cheque,F-1432,
2024-08-15,Combustible flotilla,Logística,6597.67,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1433,
2024-08-16,Seguro contra incendio,Seguros,5931.68,PRV003,Office Depot,Efectivo,F-1434,
2024-08-16,Taller liderazgo,Capacitación,7875.23,PRV001,Telmex,Tarjeta crédito,F-1435,
2024-08-17,Bonos trimestrales,Nómina,11653.7,PRV005,DHL Express,Cheque,F-1436,
2024-08-18,Mantenimiento equipo cómputo,Mantenimiento,6651.03,PRV012,Papelera Nacional,Cheque,F-1437,
2024-08-19,Renta oficina principal,Renta,21905.25,PRV002,CFE,Tarjeta crédito,F-1438,
2024-08-19,Servicio de internet,Servicios,2581.14,PRV005,DHL Express,Efectivo,F-1439,
2024-08-19,Pago aguinaldo,Nómina,7631.38,PRV012,Papelera Nacional,Efectivo,F-1440,
2024-08-19,Combustible flotilla,Logística,3106.24,PRV010,Microsoft,Transferencia,F-1441,
2024-08-20,Certificación profesional,Capacitación,544.07,PRV012,Papelera Nacional,Efectivo,F-1442,
2024-08-20,Papelería general,Material oficina,7614.67,PRV003,Office Depot,Efectivo,F-1443,
2024-08-21,Publicidad redes sociales,Marketing,5027.66,PRV004,Google Ads,Tarjeta crédito,F-1444,
2024-08-21,Seguro responsabilidad civil,Seguros,7356.41,PRV006,Seguros Atlas,Tarjeta crédito,F-1445,
2024-08-21,Reparación aire acondicionado,Mantenimiento,7991.15,PRV010,Microsoft,Transferencia,F-1446,
2024-08-22,Seguro responsabilidad civil,Seguros,1651.42,PRV003,Office Depot,Transferencia,F-1447,
2024-08-22,Suscripción Zoom,Software,4966.95,PRV010,Microsoft,Efectivo,F-1448,
2024-08-22,Mantenimiento equipo cómputo,Mantenimiento,571.5,PRV009,Capacita MX,Efectivo,F-1449,
2024-08-22,Limpieza oficinas,Mantenimiento,7744.6,PRV006,Seguros Atlas,Transferencia,F-1450,
2024-08-23,Mantenimiento equipo cómputo,Mantenimiento,6426.87,PRV003,Office Depot,Cheque,F-1451,
2024-08-23,Pago nómina quincenal,Nómina,26164.96,PRV007,Inmobiliaria Centro,Efectivo,F-1452,
2024-08-23,Pago nómina quincenal,Nómina,34393.54,PRV010,Microsoft,Tarjeta crédito,F-1453,
2024-08-26,Renta oficina principal,Renta,8887.69,PRV005,DHL Express,Tarjeta crédito,F-1454,
2024-08-26,Seguro equipo electrónico,Seguros,1912.01,PRV001,Telmex,Tarjeta crédito,F-1455,
2024-08-27,Suscripción AWS,Software,5561.21,PRV006,Seguros Atlas,Efectivo,F-1456,
2024-08-27,Seguro contra incendio,Seguros,244.73,PRV010,Microsoft,Transferencia,F-1457,
2024-08-27,Telefonía,Servicios,3051.53,PRV008,Agua y Drenaje,Cheque,F-1458,
2024-08-28,Publicidad redes sociales,Marketing,710.09,PRV010,Microsoft,Transferencia,F-1459,
2024-08-29,Reparación aire acondicionado,Mantenimiento,3888.56,PRV010,Microsoft,Transferencia,F-1460,
2024-08-29,Diseño flyers,Marketing,7456.89,PRV002,CFE,Cheque,F-1461,
2024-08-29,Seguro equipo electrónico,Seguros,6877.95,PRV002,CFE,Cheque,F-1462,
2024-08-30,Envío paquetería,Logística,1682.26,PRV003,Office Depot,Tarjeta crédito,F-1463,
2024-08-30,Telefonía,Servicios,4863.06,PRV009,Capacita MX,Transferencia,F-1464,
2024-08-31,Carpetas y folders,Material oficina,5500.66,PRV002,CFE,Tarjeta crédito,F-1465,
2024-09-01,Agua,Servicios,4853.13,PRV010,Microsoft,Efectivo,F-1466,
2024-09-02,Publicidad redes sociales,Marketing,3992.94,PRV003,Office Depot,Efectivo,F-1467,
2024-09-02,Mantenimiento equipo cómputo,Mantenimiento,6493.4,PRV004,Google Ads,Cheque,F-1468,
2024-09-02,Publicidad redes sociales,Marketing,652.57,PRV003,Office Depot,Efectivo,F-1469,
2024-09-02,Artículos limpieza,Material oficina,347.32,PRV012,Papelera Nacional,Transferencia,F-1470,
2024-09-03,Servicio de internet,Servicios,3595.26,PRV010,Microsoft,Cheque,F-1471,
2024-09-03,Renta oficina principal,Renta,13595.17,PRV004,Google Ads,Transferencia,F-1472,
2024-09-04,Suscripción AWS,Software,1410.58,PRV006,Seguros Atlas,Transferencia,F-1473,
2024-09-04,Suscripción Zoom,Software,3898.9,PRV001,Telmex,Efectivo,F-1474,
2024-09-04,Seguro equipo electrónico,Seguros,6939.32,PRV010,Microsoft,Efectivo,F-1475,
2024-09-04,Suscripción AWS,Software,7872.48,PRV001,Telmex,Efectivo,F-1476,
2024-09-05,Suscripción Zoom,Software,2142.95,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1477,
2024-09-06,Pago aguinaldo,Nómina,31311.09,PRV008,Agua y Drenaje,Transferencia,F-1478,
2024-09-06,Campaña Google Ads,Marketing,7780.4,PRV006,Seguros Atlas,Transferencia,F-1479,
2024-09-06,Servicio de internet,Servicios,1489.23,PRV006,Seguros Atlas,Efectivo,F-1480,
2024-09-06,Envío paquetería,Logística,287.84,PRV006,Seguros Atlas,Transferencia,F-1481,
2024-09-08,Licencia antivirus,Software,2940.13,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1482,
2024-09-09,Curso Excel avanzado,Capacitación,1401.15,PRV010,Microsoft,Cheque,F-1483,
2024-09-10,Combustible flotilla,Logística,760.26,PRV009,Capacita MX,Tarjeta crédito,F-1484,
2024-09-10,Diseño flyers,Marketing,4975.73,PRV005,DHL Express,Cheque,F-1485,
2024-09-10,Limpieza oficinas,Mantenimiento,6125.0,PRV009,Capacita MX,Efectivo,F-1486,
2024-09-11,Pago nómina quincenal,Nómina,18867.75,PRV006,Seguros Atlas,Cheque,F-1487,
2024-09-11,Limpieza oficinas,Mantenimiento,982.09,PRV011,Amazon AWS,Cheque,F-1488,
2024-09-12,Limpieza oficinas,Mantenimiento,4917.49,PRV010,Microsoft,Transferencia,F-1489,
2024-09-12,Carpetas y folders,Material oficina,6834.48,PRV005,DHL Express,Cheque,F-1490,
2024-09-13,Mantenimiento equipo cómputo,Mantenimiento,7131.9,PRV011,Amazon AWS,Tarjeta crédito,F-1491,
2024-09-13,Seguro responsabilidad civil,Seguros,863.78,PRV009,Capacita MX,Efectivo,F-1492,
2024-09-13,Renta oficina principal,Renta,21673.87,PRV006,Seguros Atlas,Efectivo,F-1493,
2024-09-16,Mantenimiento equipo cómputo,Mantenimiento,6840.5,PRV007,Inmobiliaria Centro,Transferencia,F-1494,
2024-09-17,Certificación profesional,Capacitación,609.7,PRV005,DHL Express,Cheque,F-1495,
2024-09-17,Renta bodega almacén,Renta,21976.4,PRV012,Papelera Nacional,Efectivo,F-1496,
2024-09-17,Seguro responsabilidad civil,Seguros,4167.77,PRV004,Google Ads,Cheque,F-1497,
2024-09-18,Combustible flotilla,Logística,2432.09,PRV003,Office Depot,Cheque,F-1498,
2024-09-19,Artículos limpieza,Material oficina,4702.04,PRV010,Microsoft,Tarjeta crédito,F-1499,
2024-09-19,Carpetas y folders,Material oficina,2835.3,PRV010,Microsoft,Transferencia,F-1500,
2024-09-19,Campaña Google Ads,Marketing,7714.69,PRV005,DHL Express,Cheque,F-1501,
2024-09-20,Pago nómina quincenal,Nómina,34589.26,PRV005,DHL Express,Tarjeta crédito,F-1502,
2024-09-20,Licencia Microsoft 365,Software,7470.25,PRV012,Papelera Nacional,Cheque,F-1503,
2024-09-20,Gas,Servicios,7750.23,PRV007,Inmobiliaria Centro,Efectivo,F-1504,
2024-09-21,Publicidad redes sociales,Marketing,198.92,PRV007,Inmobiliaria Centro,Tarjeta crédito,F-1505,
2024-09-23,Certificación profesional,Capacitación,5763.2,PRV008,Agua y Drenaje,Tarjeta crédito,F-1506,
2024-09-23,Renta oficina principal,Renta,24588.52,PRV009,Capacita MX,Efectivo,F-1507,
2024-09-23,Pago aguinaldo,Nómina,30435.17,PRV008,Agua y Drenaje,Transferencia,F-1508,
2024-09-23,Suscripción AWS,Software,7484.86,PRV005,DHL Express,Cheque,F-1509,
2024-09-24,Licencia antivirus,Software,1043.86,PRV012,Papelera Nacional,Efectivo,F-1510,
2024-09-25,Envío paquetería,Logística,4322.16,PRV004,Google Ads,Efectivo,F-1511,
2024-09-25,Papelería general,Material oficina,4216.39,PRV008,Agua y Drenaje,Cheque,F-1512,
2024-09-25,Agua,Servicios,3155.59,PRV008,Agua y Drenaje,Efectivo,F-1513,
2024-09-26,Licencia Microsoft 365,Software,6760.37,PRV007,Inmobiliaria Centro,Transferencia,F-1514,
2024-09-26,Seguro contra incendio,Seguros,4217.36,PRV007,Inmobiliaria Centro,Cheque,F-1515,
2024-09-27,Curso Excel avanzado,Capacitación,2248.08,PRV004,Google Ads,Tarjeta crédito,F-1516,
2024-09-30,Suscripción Zoom,Software,1891.6,PRV002,CFE,Transferencia,F-1517,
2024-09-30,Publicidad redes sociales,Marketing,5519.47,PRV011,Amazon AWS,Tarjeta crédito,F-1518,
2024-09-30,Seguro equipo electrónico,Seguros,7712.72,PRV009,Capacita MX,Cheque,F-1519,
2024-09-30,Bonos trimestrales,Nómina,9244.5,PRV011,Amazon AWS,Transferencia,F-1520,
2024-10-01,Bonos trimestrales,Nómina,8680.03,PRV005,DHL Express,Efectivo,F-1521,
2024-10-01,Bonos trimestrales,Nómina,6840.46,PRV010,Microsoft,Efectivo,F-1522,
2024-10-01,Papelería general,Material oficina,1658.26,PRV003,Office Depot,Efectivo,F-1523,
2024-10-02,Renta bodega almacén,Renta,22185.78,PRV009,Capacita MX,Cheque,F-1524,
2024-10-02,Seguro equipo electrónico,Seguros,7404.71,PRV012,Papelera Nacional,Transferencia,F-1525,
2024-10-02,Renta bodega almacén,Renta,13256.09,PRV006,Seguros Atlas,Tarjeta crédito,F-1526,
2024-10-03,Renta bodega almacén,Renta,20004.97,PRV006,Seguros Atlas,Efectivo,F-1527,
2024-10-03,Renta bodega almacén,Renta,17516.97,PRV012,Papelera Nacional,Efectivo,F-1528,
2024-10-03,Seguro contra incendio,Seguros,4233.07,PRV010,Microsoft,Tarjeta crédito,F-1529,
2024-10-04,Seguro responsabilidad civil,Seguros,3802.49,PRV009,Capacita MX,Transferencia,F-1530,
2024-10-05,Envío paquetería,Logística,3661.49,PRV003,Office Depot,Efectivo,F-1531,
2024-10-06,Combustible flotilla,Logística,2451.17,PRV012,Papelera Nacional,Transferencia,F-1532,
2024-10-07,Limpieza oficinas,Mantenimiento,6702.61,PRV001,Telmex,Tarjeta crédito,F-1533,
2024-10-08,Mantenimiento vehículos,Logística,3683.52,PRV006,Seguros Atlas,Cheque,F-1534,
2024-10-08,Horas extra,Nómina,9045.75,PRV005,DHL Express,Tarjeta crédito,F-1535,
2024-10-08,Seguro responsabilidad civil,Seguros,7523.97,PRV009,Capacita MX,Cheque,F-1536,
2024-10-08,Electricidad,Servicios,1498.7,PRV003,Office Depot,Tarjeta crédito,F-1537,
