fecha,producto_id,nombre_producto,cantidad,precio_unitario,monto_total,cliente_id,categoria
2024-04-13,P018,Tablet Samsung Galaxy Tab,4,7149.65,28598.6,C012,Electrónica
2024-04-15,P011,Silla Ergonómica Premium,8,8413.92,67311.36,C014,Mobiliario
2024-04-15,P004,Mouse Logitech MX Master,7,1619.07,11333.49,C006,Periféricos
2024-04-15,P009,Cable HDMI 2m,3,183.36,550.08,C006,Accesorios
2024-04-15,P016,Router WiFi 6,2,2892.9,5785.8,C002,Redes
2024-04-15,P003,Teclado Logitech MX Keys,2,2151.36,4302.72,C007,Periféricos
2024-04-16,P005,Auriculares Sony WH-1000XM5,1,6556.2,6556.2,C009,Audio
2024-04-16,P018,Tablet Samsung Galaxy Tab,6,7322.41,43934.46,C009,Electrónica
2024-04-16,P014,Toner HP 26A,7,984.97,6894.79,C006,Consumibles
2024-04-16,P002,Monitor Dell 27 pulgadas,10,5691.22,56912.2,C005,Electrónica
2024-04-17,P019,Cargador Universal 65W,4,627.56,2510.24,C009,Accesorios
2024-04-17,P016,Router WiFi 6,2,2758.03,5516.06,C004,Redes
2024-04-18,P012,Escritorio Ajustable,5,12088.92,60444.6,C002,Mobiliario
2024-04-18,P014,Toner HP 26A,9,995.08,8955.72,C014,Consumibles
2024-04-18,P020,Mochila para Laptop,9,1143.15,10288.35,C010,Accesorios
2024-04-18,P009,Cable HDMI 2m,3,175.92,527.76,C001,Accesorios
2024-04-18,P010,Hub USB-C 7 puertos,6,837.34,5024.04,C015,Accesorios
2024-04-18,P006,Webcam Logitech C920,3,1811.94,5435.82,C014,Periféricos
2024-04-19,P003,Teclado Logitech MX Keys,1,2014.27,2014.27,C003,Periféricos
2024-04-19,P017,Switch 24 puertos,7,4166.33,29164.31,C004,Redes
2024-04-19,P011,Silla Ergonómica Premium,6,8339.89,50039.34,C003,Mobiliario
2024-04-19,P011,Silla Ergonómica Premium,10,8581.79,85817.9,C013,Mobiliario
2024-04-19,P002,Monitor Dell 27 pulgadas,3,5947.57,17842.71,C003,Electrónica
2024-04-21,P003,Teclado Logitech MX Keys,8,2134.01,17072.08,C005,Periféricos
2024-04-21,P016,Router WiFi 6,8,2775.97,22207.76,C010,Redes
2024-04-22,P017,Switch 24 puertos,6,4170.56,25023.36,C002,Redes
2024-04-22,P010,Hub USB-C 7 puertos,10,848.86,8488.6,C011,Accesorios
2024-04-22,P010,Hub USB-C 7 puertos,4,841.1,3364.4,C001,Accesorios
2024-04-23,P002,Monitor Dell 27 pulgadas,4,5684.82,22739.28,C001,Electrónica
2024-04-23,P007,Disco SSD Samsung 1TB,3,2258.12,6774.36,C013,Almacenamiento
2024-04-23,P010,Hub USB-C 7 puertos,2,808.16,1616.32,C006,Accesorios
2024-04-23,P014,Toner HP 26A,3,938.62,2815.86,C003,Consumibles
2024-04-23,P008,Memoria RAM 16GB DDR4,9,1446.67,13020.03,C009,Componentes
2024-04-23,P012,Escritorio Ajustable,7,12434.12,87038.84,C002,Mobiliario
2024-04-24,P014,Toner HP 26A,8,990.01,7920.08,C001,Consumibles
2024-04-24,P011,Silla Ergonómica Premium,7,8562.39,59936.73,C010,Mobiliario
2024-04-25,P010,Hub USB-C 7 puertos,7,809.27,5664.89,C002,Accesorios
2024-04-25,P011,Silla Ergonómica Premium,10,8466.08,84660.8,C003,Mobiliario
2024-04-25,P012,Escritorio Ajustable,7,12413.38,86893.66,C002,Mobiliario
2024-04-25,P008,Memoria RAM 16GB DDR4,10,1386.06,13860.6,C007,Componentes
2024-04-25,P003,Teclado Logitech MX Keys,5,2151.62,10758.1,C007,Periféricos
2024-04-26,P011,Silla Ergonómica Premium,3,8139.92,24419.76,C013,Mobiliario
2024-04-26,P004,Mouse Logitech MX Master,9,1599.49,14395.41,C009,Periféricos
2024-04-26,P012,Escritorio Ajustable,3,11683.52,35050.56,C006,Mobiliario
2024-04-28,P007,Disco SSD Samsung 1TB,10,2123.63,21236.3,C003,Almacenamiento
2024-04-29,P006,Webcam Logitech C920,8,1793.51,14348.08,C013,Periféricos
2024-04-29,P019,Cargador Universal 65W,10,646.68,6466.8,C013,Accesorios
2024-04-30,P020,Mochila para Laptop,6,1158.11,6948.66,C006,Accesorios
2024-04-30,P003,Teclado Logitech MX Keys,8,2127.59,17020.72,C008,Periféricos
2024-04-30,P009,Cable HDMI 2m,1,177.33,177.33,C010,Accesorios
2024-04-30,P003,Teclado Logitech MX Keys,8,2089.9,16719.2,C005,Periféricos
2024-04-30,P002,Monitor Dell 27 pulgadas,5,5554.5,27772.5,C006,Electrónica
2024-04-30,P003,Teclado Logitech MX Keys,10,2101.48,21014.8,C010,Periféricos
2024-05-01,P019,Cargador Universal 65W,1,646.73,646.73,C009,Accesorios
2024-05-01,P019,Cargador Universal 65W,4,638.4,2553.6,C011,Accesorios
2024-05-01,P016,Router WiFi 6,3,2928.16,8784.48,C009,Redes
2024-05-01,P015,UPS APC 1500VA,6,3983.31,23899.86,C002,Energía
2024-05-01,P003,Teclado Logitech MX Keys,3,2003.22,6009.66,C009,Periféricos
2024-05-02,P015,UPS APC 1500VA,9,3841.73,34575.57,C009,Energía
2024-05-02,P012,Escritorio Ajustable,5,11864.9,59324.5,C006,Mobiliario
2024-05-02,P011,Silla Ergonómica Premium,10,8119.51,81195.1,C011,Mobiliario
2024-05-02,P011,Silla Ergonómica Premium,6,8155.33,48931.98,C002,Mobiliario
2024-05-02,P013,Impresora HP LaserJet,5,4600.68,23003.4,C005,Impresión
2024-05-03,P005,Auriculares Sony WH-1000XM5,2,6553.78,13107.56,C006,Audio
2024-05-03,P005,Auriculares Sony WH-1000XM5,6,6376.65,38259.9,C015,Audio
2024-05-03,P013,Impresora HP LaserJet,10,4593.98,45939.8,C003,Impresión
2024-05-03,P003,Teclado Logitech MX Keys,9,2074.1,18666.9,C005,Periféricos
2024-05-03,P011,Silla Ergonómica Premium,3,8644.6,25933.8,C014,Mobiliario
2024-05-03,P017,Switch 24 puertos,7,4203.57,29424.99,C002,Redes
2024-05-05,P010,Hub USB-C 7 puertos,4,836.55,3346.2,C003,Accesorios
2024-05-06,P007,Disco SSD Samsung 1TB,3,2124.09,6372.27,C004,Almacenamiento
2024-05-06,P010,Hub USB-C 7 puertos,2,850.65,1701.3,C014,Accesorios
2024-05-06,P018,Tablet Samsung Galaxy Tab,9,6867.18,61804.62,C014,Electrónica
2024-05-06,P011,Silla Ergonómica Premium,10,8186.39,81863.9,C015,Mobiliario
2024-05-06,P013,Impresora HP LaserJet,3,4356.38,13069.14,C003,Impresión
2024-05-07,P006,Webcam Logitech C920,8,1717.86,13742.88,C012,Periféricos
2024-05-07,P012,Escritorio Ajustable,4,12563.51,50254.04,C011,Mobiliario
2024-05-07,P020,Mochila para Laptop,8,1168.08,9344.64,C005,Accesorios
2024-05-07,P008,Memoria RAM 16GB DDR4,8,1456.56,11652.48,C005,Componentes
2024-05-07,P007,Disco SSD Samsung 1TB,10,2306.58,23065.8,C006,Almacenamiento
2024-05-07,P015,UPS APC 1500VA,5,3905.69,19528.45,C013,Energía
2024-05-08,P017,Switch 24 puertos,3,4333.09,12999.27,C007,Redes
2024-05-08,P020,Mochila para Laptop,5,1146.26,5731.3,C003,Accesorios
2024-05-08,P016,Router WiFi 6,6,2815.27,16891.62,C014,Redes
2024-05-08,P004,Mouse Logitech MX Master,9,1707.94,15371.46,C012,Periféricos
2024-05-08,P010,Hub USB-C 7 puertos,3,830.69,2492.07,C002,Accesorios
2024-05-08,P017,Switch 24 puertos,7,4028.52,28199.64,C003,Redes
2024-05-09,P015,UPS APC 1500VA,6,3963.58,23781.48,C015,Energía
2024-05-09,P014,Toner HP 26A,7,950.19,6651.33,C001,Consumibles
2024-05-09,P008,Memoria RAM 16GB DDR4,2,1382.49,2764.98,C007,Componentes
2024-05-10,P011,Silla Ergonómica Premium,2,8788.3,17576.6,C015,Mobiliario
2024-05-10,P011,Silla Ergonómica Premium,3,8191.96,24575.88,C013,Mobiliario
2024-05-11,P016,Router WiFi 6,3,2872.48,8617.44,C012,Redes
2024-05-12,P015,UPS APC 1500VA,1,3954.23,3954.23,C010,Energía
2024-05-13,P009,Cable HDMI 2m,3,180.88,542.64,C004,Accesorios
2024-05-13,P020,Mochila para Laptop,7,1153.34,8073.38,C009,Accesorios
2024-05-14,P008,Memoria RAM 16GB DDR4,2,1336.68,2673.36,C005,Componentes
2024-05-14,P014,Toner HP 26A,10,945.93,9459.3,C011,Consumibles
2024-05-14,P004,Mouse Logitech MX Master,8,1665.96,13327.68,C014,Periféricos
2024-05-14,P001,Laptop HP ProBook 450,9,12593.81,113344.29,C011,Electrónica
2024-05-15,P010,Hub USB-C 7 puertos,1,859.76,859.76,C007,Accesorios
2024-05-15,P008,Memoria RAM 16GB DDR4,7,1356.22,9493.54,C010,Componentes
2024-05-15,P003,Teclado Logitech MX Keys,6,2009.21,12055.26,C009,Periféricos
2024-05-16,P018,Tablet Samsung Galaxy Tab,9,7238.99,65150.91,C009,Electrónica
2024-05-16,P013,Impresora HP LaserJet,8,4294.59,34356.72,C014,Impresión
2024-05-16,P013,Impresora HP LaserJet,5,4611.29,23056.45,C006,Impresión
2024-05-16,P012,Escritorio Ajustable,2,11813.76,23627.52,C013,Mobiliario
2024-05-16,P004,Mouse Logitech MX Master,10,1688.81,16888.1,C013,Periféricos
2024-05-16,P011,Silla Ergonómica Premium,1,8374.45,8374.45,C003,Mobiliario
2024-05-17,P006,Webcam Logitech C920,8,1886.55,15092.4,C014,Periféricos
2024-05-17,P016,Router WiFi 6,3,2887.22,8661.66,C011,Redes
2024-05-17,P003,Teclado Logitech MX Keys,8,2002.77,16022.16,C012,Periféricos
2024-05-17,P007,Disco SSD Samsung 1TB,4,2284.87,9139.48,C001,Almacenamiento
2024-05-18,P010,Hub USB-C 7 puertos,7,891.58,6241.06,C009,Accesorios
2024-05-19,P016,Router WiFi 6,1,2870.92,2870.92,C005,Redes
2024-05-19,P007,Disco SSD Samsung 1TB,6,2279.67,13678.02,C005,Almacenamiento
2024-05-20,P011,Silla Ergonómica Premium,2,8754.44,17508.88,C005,Mobiliario
2024-05-20,P014,Toner HP 26A,7,973.11,6811.77,C015,Consumibles
2024-05-21,P011,Silla Ergonómica Premium,8,8663.26,69306.08,C003,Mobiliario
2024-05-21,P012,Escritorio Ajustable,9,11720.06,105480.54,C015,Mobiliario
2024-05-21,P003,Teclado Logitech MX Keys,7,2011.57,14080.99,C012,Periféricos
2024-05-21,P020,Mochila para Laptop,3,1205.46,3616.38,C014,Accesorios
2024-05-21,P011,Silla Ergonómica Premium,2,8353.73,16707.46,C002,Mobiliario
2024-05-22,P010,Hub USB-C 7 puertos,10,868.5,8685.0,C008,Accesorios
2024-05-22,P006,Webcam Logitech C920,8,1773.28,14186.24,C012,Periféricos
2024-05-22,P002,Monitor Dell 27 pulgadas,6,5866.61,35199.66,C012,Electrónica
2024-05-22,P014,Toner HP 26A,1,909.63,909.63,C005,Consumibles
2024-05-23,P012,Escritorio Ajustable,3,12543.35,37630.05,C009,Mobiliario
2024-05-23,P005,Auriculares Sony WH-1000XM5,10,6615.76,66157.6,C014,Audio
2024-05-23,P015,UPS APC 1500VA,3,3635.55,10906.65,C001,Energía
2024-05-23,P012,Escritorio Ajustable,7,12539.36,87775.52,C006,Mobiliario
2024-05-23,P002,Monitor Dell 27 pulgadas,3,5903.86,17711.58,C010,Electrónica
2024-05-24,P012,Escritorio Ajustable,2,12088.71,24177.42,C008,Mobiliario
2024-05-24,P017,Switch 24 puertos,7,4122.04,28854.28,C006,Redes
2024-05-24,P009,Cable HDMI 2m,2,171.47,342.94,C004,Accesorios
2024-05-24,P006,Webcam Logitech C920,9,1779.66,16016.94,C008,Periféricos
2024-05-25,P004,Mouse Logitech MX Master,5,1683.67,8418.35,C005,Periféricos
2024-05-25,P007,Disco SSD Samsung 1TB,5,2242.68,11213.4,C010,Almacenamiento
2024-05-26,P007,Disco SSD Samsung 1TB,3,2277.62,6832.86,C002,Almacenamiento
2024-05-27,P006,Webcam Logitech C920,8,1889.51,15116.08,C015,Periféricos
2024-05-27,P011,Silla Ergonómica Premium,6,8678.11,52068.66,C011,Mobiliario
2024-05-27,P018,Tablet Samsung Galaxy Tab,5,7481.76,37408.8,C009,Electrónica
2024-05-27,P006,Webcam Logitech C920,3,1852.87,5558.61,C012,Periféricos
2024-05-27,P017,Switch 24 puertos,2,4403.76,8807.52,C004,Redes
2024-05-28,P008,Memoria RAM 16GB DDR4,8,1333.68,10669.44,C013,Componentes
2024-05-28,P018,Tablet Samsung Galaxy Tab,6,7176.53,43059.18,C010,Electrónica
2024-05-28,P018,Tablet Samsung Galaxy Tab,10,7476.66,74766.6,C003,Electrónica
2024-05-29,P010,Hub USB-C 7 puertos,8,852.18,6817.44,C007,Accesorios
2024-05-29,P014,Toner HP 26A,10,909.51,9095.1,C014,Consumibles
2024-05-30,P003,Teclado Logitech MX Keys,8,2137.82,17102.56,C008,Periféricos
2024-05-30,P012,Escritorio Ajustable,9,12167.75,109509.75,C003,Mobiliario
2024-05-30,P006,Webcam Logitech C920,3,1787.87,5363.61,C013,Periféricos
2024-05-30,P002,Monitor Dell 27 pulgadas,2,5810.5,11621.0,C014,Electrónica
2024-05-31,P006,Webcam Logitech C920,6,1878.25,11269.5,C003,Periféricos
2024-05-31,P008,Memoria RAM 16GB DDR4,9,1455.29,13097.61,C006,Componentes
2024-05-31,P003,Teclado Logitech MX Keys,4,2128.36,8513.44,C005,Periféricos
2024-05-31,P018,Tablet Samsung Galaxy Tab,3,7290.02,21870.06,C005,Electrónica
2024-06-01,P018,Tablet Samsung Galaxy Tab,9,7301.51,65713.59,C002,Electrónica
2024-06-01,P019,Cargador Universal 65W,3,628.63,1885.89,C010,Accesorios
2024-06-02,P020,Mochila para Laptop,10,1144.94,11449.4,C006,Accesorios
2024-06-02,P001,Laptop HP ProBook 450,1,13060.68,13060.68,C002,Electrónica
2024-06-03,P009,Cable HDMI 2m,4,184.81,739.24,C011,Accesorios
2024-06-03,P014,Toner HP 26A,1,949.81,949.81,C010,Consumibles
2024-06-03,P018,Tablet Samsung Galaxy Tab,5,7187.72,35938.6,C005,Electrónica
2024-06-03,P013,Impresora HP LaserJet,8,4307.84,34462.72,C005,Impresión
2024-06-03,P002,Monitor Dell 27 pulgadas,8,5751.06,46008.48,C003,Electrónica
2024-06-03,P015,UPS APC 1500VA,6,3840.53,23043.18,C004,Energía
2024-06-04,P011,Silla Ergonómica Premium,6,8904.07,53424.42,C012,Mobiliario
2024-06-04,P005,Auriculares Sony WH-1000XM5,6,6509.74,39058.44,C013,Audio
2024-06-04,P004,Mouse Logitech MX Master,4,1644.47,6577.88,C006,Periféricos
2024-06-04,P009,Cable HDMI 2m,4,173.54,694.16,C008,Accesorios
2024-06-05,P010,Hub USB-C 7 puertos,10,843.04,8430.4,C007,Accesorios
2024-06-05,P006,Webcam Logitech C920,6,1878.08,11268.48,C014,Periféricos
2024-06-06,P007,Disco SSD Samsung 1TB,3,2199.62,6598.86,C013,Almacenamiento
2024-06-06,P017,Switch 24 puertos,8,4359.21,34873.68,C008,Redes
2024-06-06,P016,Router WiFi 6,2,2924.67,5849.34,C001,Redes
2024-06-06,P017,Switch 24 puertos,4,4080.36,16321.44,C008,Redes
2024-06-07,P002,Monitor Dell 27 pulgadas,5,5797.04,28985.2,C001,Electrónica
2024-06-07,P016,Router WiFi 6,9,2662.29,23960.61,C005,Redes
2024-06-07,P004,Mouse Logitech MX Master,3,1713.11,5139.33,C007,Periféricos
2024-06-07,P012,Escritorio Ajustable,7,11839.12,82873.84,C013,Mobiliario
2024-06-08,P002,Monitor Dell 27 pulgadas,9,5622.9,50606.1,C010,Electrónica
2024-06-09,P010,Hub USB-C 7 puertos,7,850.36,5952.52,C002,Accesorios
2024-06-09,P018,Tablet Samsung Galaxy Tab,10,7329.89,73298.9,C005,Electrónica
2024-06-10,P005,Auriculares Sony WH-1000XM5,7,6417.58,44923.06,C002,Audio
2024-06-10,P011,Silla Ergonómica Premium,6,8716.72,52300.32,C009,Mobiliario
2024-06-11,P020,Mochila para Laptop,7,1200.01,8400.07,C009,Accesorios
2024-06-11,P002,Monitor Dell 27 pulgadas,3,5923.88,17771.64,C001,Electrónica
2024-06-11,P016,Router WiFi 6,8,2701.7,21613.6,C009,Redes
2024-06-12,P005,Auriculares Sony WH-1000XM5,10,6382.04,63820.4,C006,Audio
2024-06-12,P013,Impresora HP LaserJet,5,4542.18,22710.9,C010,Impresión
2024-06-12,P017,Switch 24 puertos,9,4213.58,37922.22,C014,Redes
2024-06-12,P019,Cargador Universal 65W,8,670.52,5364.16,C005,Accesorios
2024-06-12,P012,Escritorio Ajustable,2,12575.88,25151.76,C006,Mobiliario
2024-06-12,P019,Cargador Universal 65W,1,656.3,656.3,C005,Accesorios
2024-06-13,P019,Cargador Universal 65W,4,664.39,2657.56,C010,Accesorios
2024-06-13,P019,Cargador Universal 65W,3,651.58,1954.74,C008,Accesorios
2024-06-13,P020,Mochila para Laptop,7,1157.73,8104.11,C013,Accesorios
2024-06-13,P008,Memoria RAM 16GB DDR4,10,1462.75,14627.5,C001,Componentes
2024-06-14,P007,Disco SSD Samsung 1TB,8,2159.01,17272.08,C001,Almacenamiento
2024-06-14,P005,Auriculares Sony WH-1000XM5,4,6441.75,25767.0,C007,Audio
2024-06-15,P016,Router WiFi 6,1,2857.62,2857.62,C014,Redes
2024-06-15,P017,Switch 24 puertos,9,4126.52,37138.68,C004,Redes
2024-06-16,P016,Router WiFi 6,7,2747.85,19234.95,C009,Redes
2024-06-16,P006,Webcam Logitech C920,9,1771.62,15944.58,C008,Periféricos
2024-06-17,P009,Cable HDMI 2m,8,174.46,1395.68,C010,Accesorios
2024-06-17,P008,Memoria RAM 16GB DDR4,9,1371.79,12346.11,C005,Componentes
2024-06-17,P010,Hub USB-C 7 puertos,5,867.42,4337.1,C013,Accesorios
2024-06-17,P016,Router WiFi 6,8,2757.66,22061.28,C006,Redes
2024-06-18,P010,Hub USB-C 7 puertos,10,865.01,8650.1,C002,Accesorios
2024-06-18,P013,Impresora HP LaserJet,7,4643.27,32502.89,C015,Impresión
2024-06-18,P005,Auriculares Sony WH-1000XM5,1,6361.96,6361.96,C005,Audio
2024-06-18,P003,Teclado Logitech MX Keys,8,2132.75,17062.0,C006,Periféricos
2024-06-19,P007,Disco SSD Samsung 1TB,9,2149.65,19346.85,C004,Almacenamiento
2024-06-19,P018,Tablet Samsung Galaxy Tab,5,6938.84,34694.2,C012,Electrónica
2024-06-19,P020,Mochila para Laptop,10,1168.71,11687.1,C012,Accesorios
2024-06-19,P002,Monitor Dell 27 pulgadas,9,5640.89,50768.01,C011,Electrónica
2024-06-19,P008,Memoria RAM 16GB DDR4,2,1387.86,2775.72,C001,Componentes
2024-06-20,P004,Mouse Logitech MX Master,3,1568.35,4705.05,C011,Periféricos
2024-06-20,P018,Tablet Samsung Galaxy Tab,3,7132.97,21398.91,C015,Electrónica
2024-06-20,P016,Router WiFi 6,4,2871.66,11486.64,C008,Redes
2024-06-20,P010,Hub USB-C 7 puertos,5,862.4,4312.0,C006,Accesorios
2024-06-20,P003,Teclado Logitech MX Keys,10,2043.77,20437.7,C011,Periféricos
2024-06-21,P006,Webcam Logitech C920,3,1878.11,5634.33,C007,Periféricos
2024-06-21,P002,Monitor Dell 27 pulgadas,7,5967.02,41769.14,C014,Electrónica
2024-06-23,P010,Hub USB-C 7 puertos,1,808.29,808.29,C015,Accesorios
2024-06-23,P019,Cargador Universal 65W,2,677.85,1355.7,C010,Accesorios
2024-06-24,P010,Hub USB-C 7 puertos,9,852.07,7668.63,C008,Accesorios
2024-06-24,P005,Auriculares Sony WH-1000XM5,9,6479.21,58312.89,C014,Audio
2024-06-24,P007,Disco SSD Samsung 1TB,2,2162.75,4325.5,C013,Almacenamiento
2024-06-24,P015,UPS APC 1500VA,5,3883.07,19415.35,C011,Energía
2024-06-25,P011,Silla Ergonómica Premium,5,8557.61,42788.05,C013,Mobiliario
2024-06-25,P007,Disco SSD Samsung 1TB,10,2278.35,22783.5,C003,Almacenamiento
2024-06-26,P014,Toner HP 26A,6,910.74,5464.44,C009,Consumibles
2024-06-26,P004,Mouse Logitech MX Master,3,1646.28,4938.84,C003,Periféricos
2024-06-26,P008,Memoria RAM 16GB DDR4,5,1383.7,6918.5,C001,Componentes
2024-06-26,P015,UPS APC 1500VA,5,3972.53,19862.65,C013,Energía
2024-06-26,P010,Hub USB-C 7 puertos,10,808.47,8084.7,C010,Accesorios
2024-06-27,P008,Memoria RAM 16GB DDR4,2,1395.16,2790.32,C001,Componentes
2024-06-27,P006,Webcam Logitech C920,9,1876.16,16885.44,C007,Periféricos
2024-06-27,P010,Hub USB-C 7 puertos,2,861.79,1723.58,C012,Accesorios
2024-06-27,P010,Hub USB-C 7 puertos,10,826.27,8262.7,C006,Accesorios
2024-06-28,P016,Router WiFi 6,8,2869.37,22954.96,C003,Redes
2024-06-28,P020,Mochila para Laptop,7,1224.23,8569.61,C006,Accesorios
2024-06-28,P016,Router WiFi 6,9,2884.56,25961.04,C013,Redes
2024-07-01,P003,Teclado Logitech MX Keys,8,2105.92,16847.36,C009,Periféricos
2024-07-01,P012,Escritorio Ajustable,10,11534.65,115346.5,C002,Mobiliario
2024-07-01,P018,Tablet Samsung Galaxy Tab,9,6985.55,62869.95,C015,Electrónica
2024-07-01,P018,Tablet Samsung Galaxy Tab,3,7076.24,21228.72,C003,Electrónica
2024-07-01,P017,Switch 24 puertos,2,4275.72,8551.44,C008,Redes
2024-07-01,P019,Cargador Universal 65W,2,675.93,1351.86,C008,Accesorios
2024-07-02,P002,Monitor Dell 27 pulgadas,3,5807.68,17423.04,C008,Electrónica
2024-07-02,P015,UPS APC 1500VA,1,3822.34,3822.34,C010,Energía
2024-07-02,P010,Hub USB-C 7 puertos,1,841.16,841.16,C012,Accesorios
2024-07-02,P001,Laptop HP ProBook 450,4,12597.89,50391.56,C012,Electrónica
2024-07-02,P002,Monitor Dell 27 pulgadas,6,5916.22,35497.32,C007,Electrónica
2024-07-03,P002,Monitor Dell 27 pulgadas,2,6081.96,12163.92,C015,Electrónica
2024-07-03,P016,Router WiFi 6,5,2774.48,13872.4,C001,Redes
2024-07-03,P005,Auriculares Sony WH-1000XM5,7,6418.4,44928.8,C013,Audio
2024-07-03,P013,Impresora HP LaserJet,7,4444.04,31108.28,C008,Impresión
2024-07-03,P018,Tablet Samsung Galaxy Tab,6,6925.42,41552.52,C003,Electrónica
2024-07-03,P018,Tablet Samsung Galaxy Tab,9,6931.69,62385.21,C007,Electrónica
2024-07-04,P001,Laptop HP ProBook 450,1,13098.11,13098.11,C013,Electrónica
2024-07-04,P015,UPS APC 1500VA,9,3771.17,33940.53,C011,Energía
2024-07-04,P013,Impresora HP LaserJet,4,4386.38,17545.52,C014,Impresión
2024-07-05,P005,Auriculares Sony WH-1000XM5,4,6784.32,27137.28,C005,Audio
2024-07-05,P004,Mouse Logitech MX Master,7,1668.96,11682.72,C001,Periféricos
2024-07-05,P001,Laptop HP ProBook 450,4,11959.11,47836.44,C004,Electrónica
2024-07-05,P020,Mochila para Laptop,8,1211.73,9693.84,C001,Accesorios
2024-07-06,P002,Monitor Dell 27 pulgadas,1,5743.31,5743.31,C004,Electrónica
2024-07-06,P008,Memoria RAM 16GB DDR4,4,1435.61,5742.44,C009,Componentes
2024-07-08,P017,Switch 24 puertos,4,4332.63,17330.52,C005,Redes
2024-07-08,P019,Cargador Universal 65W,10,656.36,6563.6,C006,Accesorios
2024-07-08,P011,Silla Ergonómica Premium,5,8819.82,44099.1,C004,Mobiliario
2024-07-09,P008,Memoria RAM 16GB DDR4,5,1368.52,6842.6,C007,Componentes
2024-07-09,P018,Tablet Samsung Galaxy Tab,3,7290.72,21872.16,C010,Electrónica
2024-07-09,P014,Toner HP 26A,8,906.95,7255.6,C009,Consumibles
2024-07-09,P012,Escritorio Ajustable,7,12342.97,86400.79,C011,Mobiliario
2024-07-09,P011,Silla Ergonómica Premium,7,8422.02,58954.14,C012,Mobiliario
2024-07-09,P010,Hub USB-C 7 puertos,3,871.63,2614.89,C007,Accesorios
2024-07-10,P008,Memoria RAM 16GB DDR4,4,1372.1,5488.4,C014,Componentes
2024-07-10,P005,Auriculares Sony WH-1000XM5,8,6769.58,54156.64,C013,Audio
2024-07-10,P018,Tablet Samsung Galaxy Tab,7,7241.25,50688.75,C007,Electrónica
2024-07-10,P005,Auriculares Sony WH-1000XM5,4,6340.75,25363.0,C007,Audio
2024-07-10,P011,Silla Ergonómica Premium,2,8858.89,17717.78,C011,Mobiliario
2024-07-11,P003,Teclado Logitech MX Keys,4,2005.82,8023.28,C009,Periféricos
2024-07-11,P013,Impresora HP LaserJet,10,4546.31,45463.1,C011,Impresión
2024-07-11,P003,Teclado Logitech MX Keys,10,2147.1,21471.0,C004,Periféricos
2024-07-11,P018,Tablet Samsung Galaxy Tab,8,6990.4,55923.2,C004,Electrónica
2024-07-12,P010,Hub USB-C 7 puertos,1,825.5,825.5,C015,Accesorios
2024-07-12,P007,Disco SSD Samsung 1TB,2,2254.31,4508.62,C012,Almacenamiento
2024-07-12,P016,Router WiFi 6,4,2854.78,11419.12,C015,Redes
2024-07-12,P007,Disco SSD Samsung 1TB,4,2211.46,8845.84,C007,Almacenamiento
2024-07-13,P013,Impresora HP LaserJet,9,4566.92,41102.28,C008,Impresión
2024-07-14,P009,Cable HDMI 2m,9,186.89,1682.01,C006,Accesorios
2024-07-15,P004,Mouse Logitech MX Master,8,1693.17,13545.36,C013,Periféricos
2024-07-15,P011,Silla Ergonómica Premium,4,8390.1,33560.4,C015,Mobiliario
2024-07-15,P014,Toner HP 26A,10,984.59,9845.9,C001,Consumibles
2024-07-15,P005,Auriculares Sony WH-1000XM5,5,6534.65,32673.25,C001,Audio
2024-07-15,P019,Cargador Universal 65W,7,636.69,4456.83,C010,Accesorios
2024-07-16,P011,Silla Ergonómica Premium,7,8559.32,59915.24,C004,Mobiliario
2024-07-16,P008,Memoria RAM 16GB DDR4,9,1421.65,12794.85,C008,Componentes
2024-07-16,P011,Silla Ergonómica Premium,8,8896.53,71172.24,C005,Mobiliario
2024-07-17,P015,UPS APC 1500VA,6,3674.32,22045.92,C003,Energía
2024-07-17,P018,Tablet Samsung Galaxy Tab,3,7500.17,22500.51,C008,Electrónica
2024-07-17,P018,Tablet Samsung Galaxy Tab,1,7217.24,7217.24,C011,Electrónica
2024-07-17,P003,Teclado Logitech MX Keys,1,2155.51,2155.51,C014,Periféricos
2024-07-17,P014,Toner HP 26A,4,908.96,3635.84,C003,Consumibles
2024-07-18,P001,Laptop HP ProBook 450,9,12445.01,112005.09,C004,Electrónica
2024-07-18,P002,Monitor Dell 27 pulgadas,10,6039.4,60394.0,C010,Electrónica
2024-07-18,P016,Router WiFi 6,1,2809.02,2809.02,C001,Redes
2024-07-19,P001,Laptop HP ProBook 450,9,12777.74,114999.66,C001,Electrónica
2024-07-19,P018,Tablet Samsung Galaxy Tab,1,7201.6,7201.6,C005,Electrónica
2024-07-19,P014,Toner HP 26A,3,912.67,2738.01,C013,Consumibles
2024-07-19,P004,Mouse Logitech MX Master,3,1607.26,4821.78,C009,Periféricos
2024-07-19,P020,Mochila para Laptop,5,1237.83,6189.15,C009,Accesorios
2024-07-20,P013,Impresora HP LaserJet,6,4706.68,28240.08,C002,Impresión
2024-07-21,P019,Cargador Universal 65W,4,637.0,2548.0,C004,Accesorios
2024-07-22,P002,Monitor Dell 27 pulgadas,7,5729.97,40109.79,C002,Electrónica
2024-07-22,P018,Tablet Samsung Galaxy Tab,1,7298.46,7298.46,C008,Electrónica
2024-07-23,P003,Teclado Logitech MX Keys,7,2130.43,14913.01,C008,Periféricos
